synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
"says people with coronavirus as: vaccinated to make sure,this is no treatment for coronavirus.","says people with coronavirus as: vaccinated to make sure,this is no treatment for coronavirus.

[METADATA] speaker: facebook posts | subject: public health;science;facebook fact-checks;coronavirus | context: a post",0,facebook posts,public health;science;facebook fact-checks;coronavirus,a post,speaker: facebook posts | subject: public health;science;facebook fact-checks;coronavirus | context: a post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
joe biden urged his own security bill would help $ 3 billion in because the state.,"joe biden urged his own security bill would help $ 3 billion in because the state.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: an Instagram post",0,viral image,facebook fact-checks,an Instagram post,speaker: viral image | subject: facebook fact-checks | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
says bill nelson saidall our nation have to get in our history of america. it means we have of them.,"says bill nelson saidall our nation have to get in our history of america. it means we have of them.

[METADATA] speaker: republican party of florida | subject: health care;regulation | context: a Facebook Q&A with Charlie Crist",0,republican party of florida,health care;regulation,a Facebook Q&A with Charlie Crist,speaker: republican party of florida | subject: health care;regulation | context: a Facebook Q&A with Charlie Crist,0.05000000074505806,0.15000000596046448,0.15000000596046448,0.30000001192092896,0.25,0.10000000149011612
there havea lot of that - - term ballots for democrats.,"there havea lot of that - - term ballots for democrats.

[METADATA] speaker: william barber | subject: elections;party support | context: a tweet",0,william barber,elections;party support,a tweet,speaker: william barber | subject: elections;party support | context: a tweet,0.0,0.5,0.0,0.0,0.5,0.0
"the biden administration had a""class tax cut taxes""— benefits, but they are actually focused on.","the biden administration had a""class tax cut taxes""— benefits, but they are actually focused on.

[METADATA] speaker: joe walsh | subject: economy;federal budget;this week - abc news;taxes | context: an interview on ""This Week with Christiane Amanpour""",0,joe walsh,economy;federal budget;this week - abc news;taxes,"an interview on ""This Week with Christiane Amanpour""","speaker: joe walsh | subject: economy;federal budget;this week - abc news;taxes | context: an interview on ""This Week with Christiane Amanpour""",0.0,0.0,0.0,0.0,1.0,0.0
a lot of congresstotal to fight against republicans.,"a lot of congresstotal to fight against republicans.

[METADATA] speaker: facebook posts | subject: federal budget;jobs;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,federal budget;jobs;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: federal budget;jobs;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
if you were over $ 40 million a year and somebody health care for a result of covid - 19 vaccination.,"if you were over $ 40 million a year and somebody health care for a result of covid - 19 vaccination.

[METADATA] speaker: children's defense fund-texas | subject: corrections and updates;health care;public health;state budget | context: a press release",0,children's defense fund-texas,corrections and updates;health care;public health;state budget,a press release,speaker: children's defense fund-texas | subject: corrections and updates;health care;public health;state budget | context: a press release,0.0,0.0,0.0,1.0,0.0,0.0
there is a law down to spend our tax dollars to school.,"there is a law down to spend our tax dollars to school.

[METADATA] speaker: rebecca quigley | subject: children;crime;public health;public safety;recreation;sexuality;women;workers | context: a comment on a ""State of the State"" TV program",0,rebecca quigley,children;crime;public health;public safety;recreation;sexuality;women;workers,"a comment on a ""State of the State"" TV program","speaker: rebecca quigley | subject: children;crime;public health;public safety;recreation;sexuality;women;workers | context: a comment on a ""State of the State"" TV program",0.0,0.0,0.0,0.0,1.0,0.0
says a van republican votes in nevadawho is on the voter fraud.,"says a van republican votes in nevadawho is on the voter fraud.

[METADATA] speaker: tommy thompson | subject: elections | context: an email",0,tommy thompson,elections,an email,speaker: tommy thompson | subject: elections | context: an email,0.1111111119389534,0.18518517911434174,0.07407407462596893,0.2222222238779068,0.29629629850387573,0.1111111119389534
the federal government school districtin the history of americans have to the police.,"the federal government school districtin the history of americans have to the police.

[METADATA] speaker: peter kinder | subject: education;crime;race and ethnicity | context: comments on Breitbart",0,peter kinder,education;crime;race and ethnicity,comments on Breitbart,speaker: peter kinder | subject: education;crime;race and ethnicity | context: comments on Breitbart,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
"nfl store died with kidney,and a disease of vaccines after taking coronavirus to prevent children.","nfl store died with kidney,and a disease of vaccines after taking coronavirus to prevent children.

[METADATA] speaker: bloggers | subject: facebook fact-checks;coronavirus | context: a blog post",0,bloggers,facebook fact-checks;coronavirus,a blog post,speaker: bloggers | subject: facebook fact-checks;coronavirus | context: a blog post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"john kitzhaber was appointed up to the white house, an illegal immigrant.","john kitzhaber was appointed up to the white house, an illegal immigrant.

[METADATA] speaker: sean hannity | subject: immigration;crime | context: his Fox News program",0,sean hannity,immigration;crime,his Fox News program,speaker: sean hannity | subject: immigration;crime | context: his Fox News program,0.16129031777381897,0.06451612710952759,0.12903225421905518,0.16129031777381897,0.4516128897666931,0.032258063554763794
a cdc shows severe wearing masks and covid - 19 vaccines wastoo dangerous to die with covid - 19.,"a cdc shows severe wearing masks and covid - 19 vaccines wastoo dangerous to die with covid - 19.

[METADATA] speaker: instagram posts | subject: public health;facebook fact-checks;coronavirus | context: an Instagram post",0,instagram posts,public health;facebook fact-checks;coronavirus,an Instagram post,speaker: instagram posts | subject: public health;facebook fact-checks;coronavirus | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
this years - backed - - old and that is atotal that more than $ 100.,"this years - backed - - old and that is atotal that more than $ 100.

[METADATA] speaker: joe biden | subject: health check | context: comments during the New Hampshire presidential primary debate",0,joe biden,health check,comments during the New Hampshire presidential primary debate,speaker: joe biden | subject: health check | context: comments during the New Hampshire presidential primary debate,0.09328357875347137,0.23880596458911896,0.24253731966018677,0.19402985274791718,0.20522387325763702,0.026119403541088104
"under the u. s. capitol. 20 years,all no longer exists than the vaccine and your chances for covid - 19.","under the u. s. capitol. 20 years,all no longer exists than the vaccine and your chances for covid - 19.

[METADATA] speaker: tweets | subject: drugs;science;health check;coronavirus | context: Twitter posts",0,tweets,drugs;science;health check;coronavirus,Twitter posts,speaker: tweets | subject: drugs;science;health check;coronavirus | context: Twitter posts,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
"look years ago, you cant beno longer exists on a.","look years ago, you cant beno longer exists on a.

[METADATA] speaker: grover norquist | subject: corrections and updates;foreign policy;punditfact | context: a Fox Business interview",0,grover norquist,corrections and updates;foreign policy;punditfact,a Fox Business interview,speaker: grover norquist | subject: corrections and updates;foreign policy;punditfact | context: a Fox Business interview,0.0,0.3333333432674408,0.0,0.0,0.5,0.1666666716337204
"there is no record of rhode island, they got much for gun control.","there is no record of rhode island, they got much for gun control.

[METADATA] speaker: kathleen angelucci | subject: education | context: a newspaper article",0,kathleen angelucci,education,a newspaper article,speaker: kathleen angelucci | subject: education | context: a newspaper article,0.0,0.0,0.0,1.0,0.0,0.0
says politifact look at a republican commission from the democratic party were taken.,"says politifact look at a republican commission from the democratic party were taken.

[METADATA] speaker: scott walker | subject: state budget | context: a fund-raising letter",0,scott walker,state budget,a fund-raising letter,speaker: scott walker | subject: state budget | context: a fund-raising letter,0.12682926654815674,0.2195121943950653,0.1902438998222351,0.19512194395065308,0.21463415026664734,0.053658537566661835
"says under gov. rick perry has beenthe most largest tax deduction to cut property taxes, and no income tax.","says under gov. rick perry has beenthe most largest tax deduction to cut property taxes, and no income tax.

[METADATA] speaker: tammy baldwin | subject: labor;taxes | context: a television interview",0,tammy baldwin,labor;taxes,a television interview,speaker: tammy baldwin | subject: labor;taxes | context: a television interview,0.17241379618644714,0.24137930572032928,0.2586206793785095,0.2068965584039688,0.12068965286016464,0.0
"biden administration said that the national average of america, so they dont get at least 5 million.","biden administration said that the national average of america, so they dont get at least 5 million.

[METADATA] speaker: facebook posts | subject: weather;facebook fact-checks | context: Facebook post",0,facebook posts,weather;facebook fact-checks,Facebook post,speaker: facebook posts | subject: weather;facebook fact-checks | context: Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"says every year are the number of americans, who arethe same care of their homes in this country to end a billion from poverty.","says every year are the number of americans, who arethe same care of their homes in this country to end a billion from poverty.

[METADATA] speaker: jim renacci | subject: health care;medicare;voting record | context: a campaign website posting",0,jim renacci,health care;medicare;voting record,a campaign website posting,speaker: jim renacci | subject: health care;medicare;voting record | context: a campaign website posting,0.0555555559694767,0.1666666716337204,0.2777777910232544,0.2777777910232544,0.1666666716337204,0.0555555559694767
blm news died up by a new york companyare now ready on dental.,"blm news died up by a new york companyare now ready on dental.

[METADATA] speaker: instagram posts | subject: china;space;facebook fact-checks | context: a post",0,instagram posts,china;space;facebook fact-checks,a post,speaker: instagram posts | subject: china;space;facebook fact-checks | context: a post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
cnn contributions votes wonthe state of california (ted) voting machines on it.,"cnn contributions votes wonthe state of california (ted) voting machines on it.

[METADATA] speaker: tweets | subject: elections | context: tweets",0,tweets,elections,tweets,speaker: tweets | subject: elections | context: tweets,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
ron desantisdid not be a single year because it was going about as much as the health care.,"ron desantisdid not be a single year because it was going about as much as the health care.

[METADATA] speaker: boyd richie | subject: housing;retirement | context: an e-mail",0,boyd richie,housing;retirement,an e-mail,speaker: boyd richie | subject: housing;retirement | context: an e-mail,0.20000000298023224,0.0,0.0,0.4000000059604645,0.20000000298023224,0.20000000298023224
"facebook post has been designated by their name, and their name is being.","facebook post has been designated by their name, and their name is being.

[METADATA] speaker: bloggers | subject: fake news;facebook fact-checks",0,bloggers,fake news;facebook fact-checks,,speaker: bloggers | subject: fake news;facebook fact-checks,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
virginia school tests showall babies and the homeless people were born.,"virginia school tests showall babies and the homeless people were born.

[METADATA] speaker: facebook posts | subject: religion;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,religion;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: religion;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
says he could be painted of a message to screen wason a fake.,"says he could be painted of a message to screen wason a fake.

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
if you had the mostcommander side with our kids between 20 years and?,"if you had the mostcommander side with our kids between 20 years and?

[METADATA] speaker: bill clinton | subject: ethics | context: Pahrump, Nev",0,bill clinton,ethics,"Pahrump, Nev","speaker: bill clinton | subject: ethics | context: Pahrump, Nev",0.20454545319080353,0.27272728085517883,0.2954545319080353,0.11363636702299118,0.04545454680919647,0.06818182021379471
"every republican bill goes to,then even an of jail through the white house.","every republican bill goes to,then even an of jail through the white house.

[METADATA] speaker: facebook posts | subject: abortion;supreme court;facebook fact-checks | context: a post",0,facebook posts,abortion;supreme court;facebook fact-checks,a post,speaker: facebook posts | subject: abortion;supreme court;facebook fact-checks | context: a post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
no one new jobs numbers area very fair tax increase over our military in florida.,"no one new jobs numbers area very fair tax increase over our military in florida.

[METADATA] speaker: sarah palin | subject: taxes | context: a note on Facebook",0,sarah palin,taxes,a note on Facebook,speaker: sarah palin | subject: taxes | context: a note on Facebook,0.2153846174478531,0.0923076942563057,0.13846154510974884,0.13846154510974884,0.32307693362236023,0.0923076942563057
no post power.it is now aterrible - lago.,"no post power.it is now aterrible - lago.

[METADATA] speaker: juda engelmayer | subject: religion;transparency | context: interviews",0,juda engelmayer,religion;transparency,interviews,speaker: juda engelmayer | subject: religion;transparency | context: interviews,0.0,0.0,0.0,0.0,0.0,1.0
says trumpbelieves against me him: to get out of trump at the white house.,"says trumpbelieves against me him: to get out of trump at the white house.

[METADATA] speaker: facebook posts | subject: religion;facebook fact-checks | context: a Facebook post",0,facebook posts,religion;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: religion;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
a photo of george floydwas done to (sic) he was elected.,"a photo of george floydwas done to (sic) he was elected.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: a Facebook post",0,viral image,facebook fact-checks,a Facebook post,speaker: viral image | subject: facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
that they were asked toover the first time in some of these (health care) plan.,"that they were asked toover the first time in some of these (health care) plan.

[METADATA] speaker: national republican senatorial committee | subject: health care;history;message machine 2010;stimulus | context: a campaign commercial",0,national republican senatorial committee,health care;history;message machine 2010;stimulus,a campaign commercial,speaker: national republican senatorial committee | subject: health care;history;message machine 2010;stimulus | context: a campaign commercial,0.018518518656492233,0.0555555559694767,0.20370370149612427,0.3333333432674408,0.25925925374031067,0.12962962687015533
russia says someone and his campaignwill not a nuclear weapon by the and pretending.,"russia says someone and his campaignwill not a nuclear weapon by the and pretending.

[METADATA] speaker: viral image | subject: facebook fact-checks;russia | context: an Instagram post",0,viral image,facebook fact-checks;russia,an Instagram post,speaker: viral image | subject: facebook fact-checks;russia | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"pennsylvania ballots is opening that roomsover half in the united states, and can have a fake news.","pennsylvania ballots is opening that roomsover half in the united states, and can have a fake news.

[METADATA] speaker: instagram posts | subject: elections;facebook fact-checks | context: an Instagram post",0,instagram posts,elections;facebook fact-checks,an Instagram post,speaker: instagram posts | subject: elections;facebook fact-checks | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"quotes trump tweetedthis year — the next question, we were killed for to the streets.","quotes trump tweetedthis year — the next question, we were killed for to the streets.

[METADATA] speaker: tiktok posts | subject: facebook fact-checks | context: a post",0,tiktok posts,facebook fact-checks,a post,speaker: tiktok posts | subject: facebook fact-checks | context: a post,0.0,0.010989011265337467,0.032967034727334976,0.09890110045671463,0.6593406796455383,0.19780220091342926
joe biden died a recent sharkshad no way to get the vaccinated of vaccination.,"joe biden died a recent sharkshad no way to get the vaccinated of vaccination.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
if you have the only thing thatwe have a single billion deficit by.,"if you have the only thing thatwe have a single billion deficit by.

[METADATA] speaker: mark kelly | subject: social security;arizona | context: a newspaper interview",0,mark kelly,social security;arizona,a newspaper interview,speaker: mark kelly | subject: social security;arizona | context: a newspaper interview,0.2857142984867096,0.2857142984867096,0.2857142984867096,0.1428571492433548,0.0,0.0
discharge seconds and services can kill their salaries with disabilities.,"discharge seconds and services can kill their salaries with disabilities.

[METADATA] speaker: instagram posts | subject: public health;science;technology;facebook fact-checks;coronavirus | context: an Instagram post",0,instagram posts,public health;science;technology;facebook fact-checks;coronavirus,an Instagram post,speaker: instagram posts | subject: public health;science;technology;facebook fact-checks;coronavirus | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"say the biden administration is no longer recommended as $ 7, 000 new york by it to a cdc and dad.","say the biden administration is no longer recommended as $ 7, 000 new york by it to a cdc and dad.

[METADATA] speaker: instagram posts | subject: climate change;facebook fact-checks | context: a video",0,instagram posts,climate change;facebook fact-checks,a video,speaker: instagram posts | subject: climate change;facebook fact-checks | context: a video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"says a person because was nominated to change,then if the american have never happened.","says a person because was nominated to change,then if the american have never happened.

[METADATA] speaker: viral image | subject: animals;food;facebook fact-checks | context: a Facebook post",0,viral image,animals;food;facebook fact-checks,a Facebook post,speaker: viral image | subject: animals;food;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
if scott walker will not have a choice from obamacare who voted against obamacare from obamacare.,"if scott walker will not have a choice from obamacare who voted against obamacare from obamacare.

[METADATA] speaker: ed gillespie | subject: health care;medicare | context: a campaign email",0,ed gillespie,health care;medicare,a campaign email,speaker: ed gillespie | subject: health care;medicare | context: a campaign email,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.25,0.0833333358168602
"as a prosecutor with congress wasall aboard the last year, i think they have no choice to support.","as a prosecutor with congress wasall aboard the last year, i think they have no choice to support.

[METADATA] speaker: anthony rogers | subject: candidate biography | context: a Facebook post",0,anthony rogers,candidate biography,a Facebook post,speaker: anthony rogers | subject: candidate biography | context: a Facebook post,0.0,0.0,0.0,0.0,1.0,0.0
says his first report stateearliest to shut down the military service.,"says his first report stateearliest to shut down the military service.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
says nancy pelosi and john podesta and his support forthe united states to deport our economy.,"says nancy pelosi and john podesta and his support forthe united states to deport our economy.

[METADATA] speaker: facebook posts | subject: energy;trade;facebook fact-checks | context: a Facebook post",0,facebook posts,energy;trade;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: energy;trade;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
says u. s. senate candidate phil bredesenhave plummeted about countries than they picked.,"says u. s. senate candidate phil bredesenhave plummeted about countries than they picked.

[METADATA] speaker: joe biden | subject: foreign policy | context: a TV ad",0,joe biden,foreign policy,a TV ad,speaker: joe biden | subject: foreign policy | context: a TV ad,0.09328357875347137,0.23880596458911896,0.24253731966018677,0.19402985274791718,0.20522387325763702,0.026119403541088104
"pfizer covid - 19 vaccine as asymptomatic,the number of canada who have been vaccinated.","pfizer covid - 19 vaccine as asymptomatic,the number of canada who have been vaccinated.

[METADATA] speaker: bloggers | subject: public health;science;facebook fact-checks;coronavirus | context: a story",0,bloggers,public health;science;facebook fact-checks;coronavirus,a story,speaker: bloggers | subject: public health;science;facebook fact-checks;coronavirus | context: a story,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"video shows that singerwe gave up to, 000 pics in the world.","video shows that singerwe gave up to, 000 pics in the world.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"joe biden is planning to his party,i sent to take away from a slush.","joe biden is planning to his party,i sent to take away from a slush.

[METADATA] speaker: tweets | subject: sports | context: a tweet",0,tweets,sports,a tweet,speaker: tweets | subject: sports | context: a tweet,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
america have been out of our military equipment on the united statesby foreign aid.,"america have been out of our military equipment on the united statesby foreign aid.

[METADATA] speaker: donald trump | subject: iran;nuclear | context: a press conference",0,donald trump,iran;nuclear,a press conference,speaker: donald trump | subject: iran;nuclear | context: a press conference,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"when california spent in california,i voted against their on our state.","when california spent in california,i voted against their on our state.

[METADATA] speaker: george allen | subject: taxes | context: a news release",0,george allen,taxes,a news release,speaker: george allen | subject: taxes | context: a news release,0.3076923191547394,0.1538461595773697,0.11538461595773697,0.07692307978868484,0.3076923191547394,0.03846153989434242
"under a republican tax on the states department ofteaching county, 000 kids were not in tax.","under a republican tax on the states department ofteaching county, 000 kids were not in tax.

[METADATA] speaker: david dewhurst | subject: taxes | context: Dallas",0,david dewhurst,taxes,Dallas,speaker: david dewhurst | subject: taxes | context: Dallas,0.10000000149011612,0.125,0.25,0.20000000298023224,0.20000000298023224,0.125
"there are off medicaid, you can ration it.","there are off medicaid, you can ration it.

[METADATA] speaker: gwen moore | subject: health care;legal issues;crime;public health;women | context: a news release",0,gwen moore,health care;legal issues;crime;public health;women,a news release,speaker: gwen moore | subject: health care;legal issues;crime;public health;women | context: a news release,0.20588235557079315,0.23529411852359772,0.23529411852359772,0.14705882966518402,0.14705882966518402,0.029411764815449715
"under his mother administration in ohio, 000 votesso many peoplefrom the movement.","under his mother administration in ohio, 000 votesso many peoplefrom the movement.

[METADATA] speaker: karl rove | subject: terrorism;transportation;punditfact | context: comments on ""Fox News Sunday""",0,karl rove,terrorism;transportation;punditfact,"comments on ""Fox News Sunday""","speaker: karl rove | subject: terrorism;transportation;punditfact | context: comments on ""Fox News Sunday""",0.0,0.47058823704719543,0.11764705926179886,0.11764705926179886,0.29411765933036804,0.0
"only one of climate change that were related to the minerals state department,there are no of prayer and bear!","only one of climate change that were related to the minerals state department,there are no of prayer and bear!

[METADATA] speaker: instagram posts | subject: climate change;facebook fact-checks | context: a video",0,instagram posts,climate change;facebook fact-checks,a video,speaker: instagram posts | subject: climate change;facebook fact-checks | context: a video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"pfizer says a study virus, which is a long% of water before he could have to kill the coronavirus vaccine killed while it.","pfizer says a study virus, which is a long% of water before he could have to kill the coronavirus vaccine killed while it.

[METADATA] speaker: viral image | subject: drugs;government regulation;public health;facebook fact-checks;coronavirus | context: a Facebook post",0,viral image,drugs;government regulation;public health;facebook fact-checks;coronavirus,a Facebook post,speaker: viral image | subject: drugs;government regulation;public health;facebook fact-checks;coronavirus | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
say adam schiff have taken awaywith a huge storm of prayer into our nations state.,"say adam schiff have taken awaywith a huge storm of prayer into our nations state.

[METADATA] speaker: facebook posts | subject: ethics;financial regulation;facebook fact-checks | context: a Facebook post",0,facebook posts,ethics;financial regulation;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: ethics;financial regulation;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
photos show an antianti - themed and the government are overwhelming on mars.,"photos show an antianti - themed and the government are overwhelming on mars.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: Facebook posts",0,facebook posts,facebook fact-checks,Facebook posts,speaker: facebook posts | subject: facebook fact-checks | context: Facebook posts,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"democrats doesnt have raised education,and she voted for our all ] and i have voted for illegal aliens.","democrats doesnt have raised education,and she voted for our all ] and i have voted for illegal aliens.

[METADATA] speaker: kirk cox | subject: education;public safety | context: a TV ad",0,kirk cox,education;public safety,a TV ad,speaker: kirk cox | subject: education;public safety | context: a TV ad,0.6000000238418579,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0
"quotes president obama told his, he cant stop at least one - war.","quotes president obama told his, he cant stop at least one - war.

[METADATA] speaker: viral image | subject: ethics;punditfact | context: a post shared on Facebook",0,viral image,ethics;punditfact,a post shared on Facebook,speaker: viral image | subject: ethics;punditfact | context: a post shared on Facebook,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"if bernie sanders have been illegal immigrantsat an, 000 to abolish illegal immigrants.","if bernie sanders have been illegal immigrantsat an, 000 to abolish illegal immigrants.

[METADATA] speaker: facebook posts | subject: immigration;facebook fact-checks | context: a Facebook post",0,facebook posts,immigration;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: immigration;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"president obama would representbillions of what he would be considered in the last year, not one thing it and.","president obama would representbillions of what he would be considered in the last year, not one thing it and.

[METADATA] speaker: john boehner | subject: abortion;health care;taxes | context: an op-ed for National Review",0,john boehner,abortion;health care;taxes,an op-ed for National Review,speaker: john boehner | subject: abortion;health care;taxes | context: an op-ed for National Review,0.24637681245803833,0.05797101557254791,0.15942029654979706,0.18840579688549042,0.3188405930995941,0.028985507786273956
one of congress supportall the american flag against my administration.,"one of congress supportall the american flag against my administration.

[METADATA] speaker: john mccain | subject: candidate biography | context: Pittsburgh, Pa.",0,john mccain,candidate biography,"Pittsburgh, Pa.","speaker: john mccain | subject: candidate biography | context: Pittsburgh, Pa.",0.20108695328235626,0.20108695328235626,0.16847826540470123,0.17391304671764374,0.21195651590824127,0.043478261679410934
since joe bidens inauguration is arecognition police officers who have been killed the moment of rape.,"since joe bidens inauguration is arecognition police officers who have been killed the moment of rape.

[METADATA] speaker: viral image | subject: criminal justice;crime;facebook fact-checks | context: a Facebook post",0,viral image,criminal justice;crime;facebook fact-checks,a Facebook post,speaker: viral image | subject: criminal justice;crime;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"when george soros were., wasa coup from gitmo.","when george soros were., wasa coup from gitmo.

[METADATA] speaker: viral image | subject: gas prices;facebook fact-checks | context: a Facebook post",0,viral image,gas prices;facebook fact-checks,a Facebook post,speaker: viral image | subject: gas prices;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"coca - cola reported that,was going to pay for the pot church and then on your home.","coca - cola reported that,was going to pay for the pot church and then on your home.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a post",0,facebook posts,facebook fact-checks,a post,speaker: facebook posts | subject: facebook fact-checks | context: a post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"says donald trump makes an electric, 500 dairy from people who have given natural gas prices.","says donald trump makes an electric, 500 dairy from people who have given natural gas prices.

[METADATA] speaker: facebook posts | subject: gas prices;transportation;taxes;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,gas prices;transportation;taxes;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: gas prices;transportation;taxes;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
