synthetic_claim,text,label,speaker,subject,context,conditioning_prompt,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
"Says his ""caucus platform includes a commitment to provide jobs for all. We're hoping that if he's able and willing enough (to do it), we'll have more than 10 thousand new positions in the state of North Carolina within two years after Election Day,"" as well $1 billion from Congress when asked about this question at an economic conference last year. ""When I was elected governor … there were some","Says his ""caucus platform includes a commitment to provide jobs for all. We're hoping that if he's able and willing enough (to do it), we'll have more than 10 thousand new positions in the state of North Carolina within two years after Election Day,"" as well $1 billion from Congress when asked about this question at an economic conference last year. ""When I was elected governor … there were some

[METADATA] speaker: jon huntsman | subject: candidate biography;economy;jobs | context: Concord, N.H",0,jon huntsman,candidate biography;economy;jobs,"Concord, N.H","[CONDITION] Label: FAKE | Speaker: jon huntsman | Subject: candidate biography;economy;jobs | Context: Concord, N.H
[CLAIM]",0.1111111119389534,0.2222222238779068,0.2777777910232544,0.2777777910232544,0.0555555559694767,0.0555555559694767
"Says ""the U.S. Department of Health and Human Services has a program that is designed to make illegal substances available for use in medical treatment, but it's not really about treating people with substance abuse problems or addiction issues"" — though she did mention the drugmaker GlaxoSmithKline as being involved by then-president George W."" She also said there was no evidence he had ever used any illicit medications","Says ""the U.S. Department of Health and Human Services has a program that is designed to make illegal substances available for use in medical treatment, but it's not really about treating people with substance abuse problems or addiction issues"" — though she did mention the drugmaker GlaxoSmithKline as being involved by then-president George W."" She also said there was no evidence he had ever used any illicit medications

[METADATA] speaker: rachel maddow | subject: drugs;punditfact | context: comments on her show",0,rachel maddow,drugs;punditfact,comments on her show,"[CONDITION] Label: FAKE | Speaker: rachel maddow | Subject: drugs;punditfact | Context: comments on her show
[CLAIM]",0.17241379618644714,0.2068965584039688,0.13793103396892548,0.2068965584039688,0.24137930572032928,0.03448275849223137
"Says Hillary Clinton ""has been trying to do the same thing for years, and it's never worked. It was always going nowhere."" She said she wants more visas in her first term but has not yet done so because of political pressure from Republican donors who want border security before they can vote on bills that would affect them directly or indirectly by paying taxes if you are deported illegally as an undocumented person","Says Hillary Clinton ""has been trying to do the same thing for years, and it's never worked. It was always going nowhere."" She said she wants more visas in her first term but has not yet done so because of political pressure from Republican donors who want border security before they can vote on bills that would affect them directly or indirectly by paying taxes if you are deported illegally as an undocumented person

[METADATA] speaker: donald trump | subject: immigration | context: a press conference",0,donald trump,immigration,a press conference,"[CONDITION] Label: FAKE | Speaker: donald trump | Subject: immigration | Context: a press conference
[CLAIM]",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"Says Joe Biden said, ""We are going to be the first country in history that has an open-door policy for foreign diplomats. It's time we get it right! #AmericaFirst and 'no American embassy' is not acceptable anymore 🇺🇸"" He also tweeted ""#USCIS sent over 1000 new visa applications this week."" @U.S.AirForce.com","Says Joe Biden said, ""We are going to be the first country in history that has an open-door policy for foreign diplomats. It's time we get it right! #AmericaFirst and 'no American embassy' is not acceptable anymore 🇺🇸"" He also tweeted ""#USCIS sent over 1000 new visa applications this week."" @U.S.AirForce.com

[METADATA] speaker: instagram posts | subject: facebook fact-checks | context: a post",0,instagram posts,facebook fact-checks,a post,"[CONDITION] Label: FAKE | Speaker: instagram posts | Subject: facebook fact-checks | Context: a post
[CLAIM]",0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"In the United States, ""there's a 20% higher rate of abortions in states where it is illegal to do so. We're talking about $1 billion per year for that... (abortion) laws are just another way they've been trying and failing us."" ... So if you don't want them done right this time? Well now we have some new legislation going forward with these bills"" — which means","In the United States, ""there's a 20% higher rate of abortions in states where it is illegal to do so. We're talking about $1 billion per year for that... (abortion) laws are just another way they've been trying and failing us."" ... So if you don't want them done right this time? Well now we have some new legislation going forward with these bills"" — which means

[METADATA] speaker: chris taylor | subject: abortion;legal issues;government regulation;states | context: an interview",0,chris taylor,abortion;legal issues;government regulation;states,an interview,"[CONDITION] Label: FAKE | Speaker: chris taylor | Subject: abortion;legal issues;government regulation;states | Context: an interview
[CLAIM]",0.375,0.375,0.0,0.25,0.0,0.0
"The Supreme Court ""has not been able to address the issue of segregation and discrimination. It has never taken up this matter because it was so far removed from its roots in America's history that no one believed or cared about what we're discussing today"" . ...The Civil Rights Act, which passed 25 years ago now is just an attempt at rewriting American law for white supremacy rather than protecting Black people."" ""The","The Supreme Court ""has not been able to address the issue of segregation and discrimination. It has never taken up this matter because it was so far removed from its roots in America's history that no one believed or cared about what we're discussing today"" . ...The Civil Rights Act, which passed 25 years ago now is just an attempt at rewriting American law for white supremacy rather than protecting Black people."" ""The

[METADATA] speaker: philip van cleave | subject: civil rights;history | context: a speech",0,philip van cleave,civil rights;history,a speech,"[CONDITION] Label: FAKE | Speaker: philip van cleave | Subject: civil rights;history | Context: a speech
[CLAIM]",0.0,0.3333333432674408,0.0,0.0,0.6666666865348816,0.0
"Says Barack Obama ""was born in the South. He never went to that country, he was raised there."" And his parents were African American,"" so they had white children who would have been black if it weren't for him being Black-born when their son came of age (in 1970). So this is an important point about race as well"" on Hillary Clinton's father-in-law Joe Biden -- but she","Says Barack Obama ""was born in the South. He never went to that country, he was raised there."" And his parents were African American,"" so they had white children who would have been black if it weren't for him being Black-born when their son came of age (in 1970). So this is an important point about race as well"" on Hillary Clinton's father-in-law Joe Biden -- but she

[METADATA] speaker: winsome earle-sears | subject: history;race and ethnicity | context: a TV interview",0,winsome earle-sears,history;race and ethnicity,a TV interview,"[CONDITION] Label: FAKE | Speaker: winsome earle-sears | Subject: history;race and ethnicity | Context: a TV interview
[CLAIM]",0.0,0.0,0.0,0.25,0.75,0.0
"The number of illegal immigrants entering the United States in 2016 is ""six times higher than it was last year. And that's due to three factors, including an increase from nearly one million new arrivals"" and more people coming through border crossings."" The government has not responded with any action on this issue since he left office at President Donald Trump . In fact,"" there are no plans for legislation or funding","The number of illegal immigrants entering the United States in 2016 is ""six times higher than it was last year. And that's due to three factors, including an increase from nearly one million new arrivals"" and more people coming through border crossings."" The government has not responded with any action on this issue since he left office at President Donald Trump . In fact,"" there are no plans for legislation or funding

[METADATA] speaker: jose rodriguez | subject: immigration;crime;public safety | context: a press release",0,jose rodriguez,immigration;crime;public safety,a press release,"[CONDITION] Label: FAKE | Speaker: jose rodriguez | Subject: immigration;crime;public safety | Context: a press release
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says he ""had to spend 2,000 days in the U.S. military"" during his time as governor of New Mexico and vice president under Barack Obama's administration (2013-16). He was also on several foreign security missions while running for office at age twenty-two years old -- including an assignment with France that lasted six months after they attacked Libya by planes midway through their mission over Syria last year!","Says he ""had to spend 2,000 days in the U.S. military"" during his time as governor of New Mexico and vice president under Barack Obama's administration (2013-16). He was also on several foreign security missions while running for office at age twenty-two years old -- including an assignment with France that lasted six months after they attacked Libya by planes midway through their mission over Syria last year!

[METADATA] speaker: jeb bush | subject: candidate biography | context: a campaign video",0,jeb bush,candidate biography,a campaign video,"[CONDITION] Label: FAKE | Speaker: jeb bush | Subject: candidate biography | Context: a campaign video
[CLAIM]",0.17499999701976776,0.30000001192092896,0.21250000596046448,0.22499999403953552,0.0625,0.02500000037252903
"Says Joe Biden's family ""has been in the hospital for 10 years. He never came back from that surgery, so it is a miracle he survived COVID-19! And I'm not going to let any of this go!"" After his wife died at home during testing she said her husband was still alive and had recovered but they are all dead now because..."" So if you see these pictures on Facebook with photos","Says Joe Biden's family ""has been in the hospital for 10 years. He never came back from that surgery, so it is a miracle he survived COVID-19! And I'm not going to let any of this go!"" After his wife died at home during testing she said her husband was still alive and had recovered but they are all dead now because..."" So if you see these pictures on Facebook with photos

[METADATA] speaker: instagram posts | subject: facebook fact-checks;coronavirus | context: an Instagram post",0,instagram posts,facebook fact-checks;coronavirus,an Instagram post,"[CONDITION] Label: FAKE | Speaker: instagram posts | Subject: facebook fact-checks;coronavirus | Context: an Instagram post
[CLAIM]",0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"The government has ""no responsibility"" to provide jobs. ...The American people have the right and option of choosing their own work arrangements, but they can't do it on our behalf with no guarantee that we'll get them paid at least as much or more than what is available in other countries where workers are compensated for equal pay."" ""The United States produces 18 percent less goods per worker — $3 billion an hour","The government has ""no responsibility"" to provide jobs. ...The American people have the right and option of choosing their own work arrangements, but they can't do it on our behalf with no guarantee that we'll get them paid at least as much or more than what is available in other countries where workers are compensated for equal pay."" ""The United States produces 18 percent less goods per worker — $3 billion an hour

[METADATA] speaker: ilhan omar | subject: corporations;economy;income;jobs;workers | context: a congressional hearing",0,ilhan omar,corporations;economy;income;jobs;workers,a congressional hearing,"[CONDITION] Label: FAKE | Speaker: ilhan omar | Subject: corporations;economy;income;jobs;workers | Context: a congressional hearing
[CLAIM]",0.0,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5,0.0
"Says Donald Trump said, ""I'm going to start taking the job at 5/10. I'll do it in my own house and not with any of you."" He also had one other person say that he would be leaving his office if asked about this statement or anything else on Friday night tonight so we can all go home before dinner time""","Says Donald Trump said, ""I'm going to start taking the job at 5/10. I'll do it in my own house and not with any of you."" He also had one other person say that he would be leaving his office if asked about this statement or anything else on Friday night tonight so we can all go home before dinner time""

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: fake news;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says Donald Trump ""told the Senate that he would be handing over his seat. He was so upset about it, but we didn't give him any time to decide if they should kill them or not! We did have 4 days of debate on this topic and I'm in favor!!"" This is why Ted Cruz voted against killing President Biden's office...and when asked by John Kerry whether you can do","Says Donald Trump ""told the Senate that he would be handing over his seat. He was so upset about it, but we didn't give him any time to decide if they should kill them or not! We did have 4 days of debate on this topic and I'm in favor!!"" This is why Ted Cruz voted against killing President Biden's office...and when asked by John Kerry whether you can do

[METADATA] speaker: howard dean | subject: legal issues;supreme court | context: a tweet",0,howard dean,legal issues;supreme court,a tweet,"[CONDITION] Label: FAKE | Speaker: howard dean | Subject: legal issues;supreme court | Context: a tweet
[CLAIM]",0.10000000149011612,0.20000000298023224,0.10000000149011612,0.10000000149011612,0.5,0.0
"Says the COVID-19 pandemic was a result of President Obama. The president did not do anything about it and he took no action to prevent or stop its impact, which is what we know now from all this data."" He said that during his presidency (2017) there were 1 million jobs lost in California alone due directly related with Covid - . That's when Donald Trump won re-election by far more than twice","Says the COVID-19 pandemic was a result of President Obama. The president did not do anything about it and he took no action to prevent or stop its impact, which is what we know now from all this data."" He said that during his presidency (2017) there were 1 million jobs lost in California alone due directly related with Covid - . That's when Donald Trump won re-election by far more than twice

[METADATA] speaker: donald trump | subject: economy | context: an interview on ABC ""This Week""",0,donald trump,economy,"an interview on ABC ""This Week""","[CONDITION] Label: FAKE | Speaker: donald trump | Subject: economy | Context: an interview on ABC ""This Week""
[CLAIM]",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"Says an article says ""the U.S. Senate is voting on the results of 2020 presidential election and President Donald Trump was elected in November, but he won by just one vote over Joe Biden who lost it for his party's leadership candidate! 🤯🏽️ #DonaldTrumpWonByOneVote"" The Republicans have not voted to overturn or invalidate these claims yet!""","Says an article says ""the U.S. Senate is voting on the results of 2020 presidential election and President Donald Trump was elected in November, but he won by just one vote over Joe Biden who lost it for his party's leadership candidate! 🤯🏽️ #DonaldTrumpWonByOneVote"" The Republicans have not voted to overturn or invalidate these claims yet!""

[METADATA] speaker: viral image | subject: elections;facebook fact-checks | context: a Facebook post",0,viral image,elections;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: viral image | Subject: elections;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"The government's $1.9 trillion deficit is ""the biggest in the history of our country ... We have no way to justify that much money spent on a nation with so little GDP per capita as ours compared"" (to Congress). That number would be for an economy like New Jersey and California combined — 4 percent larger than it actually was at its peak during World War II when they were still under construction... The","The government's $1.9 trillion deficit is ""the biggest in the history of our country ... We have no way to justify that much money spent on a nation with so little GDP per capita as ours compared"" (to Congress). That number would be for an economy like New Jersey and California combined — 4 percent larger than it actually was at its peak during World War II when they were still under construction... The

[METADATA] speaker: lindsey graham | subject: debt;deficit;federal budget | context: Concord, N.H",0,lindsey graham,debt;deficit;federal budget,"Concord, N.H","[CONDITION] Label: FAKE | Speaker: lindsey graham | Subject: debt;deficit;federal budget | Context: Concord, N.H
[CLAIM]",0.125,0.125,0.375,0.125,0.25,0.0
"Says Joe Biden ""has voted to open the border with Mexico. He has also supported illegal immigrants and their children, which is why he's running for president! Voters across America are voting against him!"" And says that his vote on Obama was an example of what Democrats do when they're told there will be no choice but to support illegals.""","Says Joe Biden ""has voted to open the border with Mexico. He has also supported illegal immigrants and their children, which is why he's running for president! Voters across America are voting against him!"" And says that his vote on Obama was an example of what Democrats do when they're told there will be no choice but to support illegals.""

[METADATA] speaker: one nation pac | subject: immigration;voting record | context: a digital ad",0,one nation pac,immigration;voting record,a digital ad,"[CONDITION] Label: FAKE | Speaker: one nation pac | Subject: immigration;voting record | Context: a digital ad
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says a video shows ""Rudy Giuliani at the White House. He's just standing in front of his own face and speaking to an audience that has been given no information about him, nothing from where he can get any info on himself or anything else related"" during Trump campaign meetings between 2017-18 (then). The Washington Post reported this story as early as August but didn't publish it until after","Says a video shows ""Rudy Giuliani at the White House. He's just standing in front of his own face and speaking to an audience that has been given no information about him, nothing from where he can get any info on himself or anything else related"" during Trump campaign meetings between 2017-18 (then). The Washington Post reported this story as early as August but didn't publish it until after

[METADATA] speaker: bloggers | subject: fake news;punditfact | context: Internet posts",0,bloggers,fake news;punditfact,Internet posts,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: fake news;punditfact | Context: Internet posts
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says he ""has been the first Democrat to try for an anti-immigration law that would have allowed people of African descent or other minority groups from deporting you. And I said no, we can't do it again,"" at Congress in 2010 when his opponent was Republican Reps John Barboza (R-CA) and Tom DeLula's wife worked on immigration reform legislation with him as their","Says he ""has been the first Democrat to try for an anti-immigration law that would have allowed people of African descent or other minority groups from deporting you. And I said no, we can't do it again,"" at Congress in 2010 when his opponent was Republican Reps John Barboza (R-CA) and Tom DeLula's wife worked on immigration reform legislation with him as their

[METADATA] speaker: larry elder | subject: criminal justice;crime;race and ethnicity;public safety | context: a Fox News appearance",0,larry elder,criminal justice;crime;race and ethnicity;public safety,a Fox News appearance,"[CONDITION] Label: FAKE | Speaker: larry elder | Subject: criminal justice;crime;race and ethnicity;public safety | Context: a Fox News appearance
[CLAIM]",0.0,0.0,0.0,0.4285714328289032,0.5714285969734192,0.0
"Says the Obama administration ""has given us a lot of money to pay for people who are sick. But it doesn't actually help them get better because they're just paying more outta their pockets and don’t have any way back up if things go wrong again or worse than that day in time, so we can cut some cuts off there like this one year ago ... And you know what? It worked pretty well""","Says the Obama administration ""has given us a lot of money to pay for people who are sick. But it doesn't actually help them get better because they're just paying more outta their pockets and don’t have any way back up if things go wrong again or worse than that day in time, so we can cut some cuts off there like this one year ago ... And you know what? It worked pretty well""

[METADATA] speaker: michele bachmann | subject: health care | context: an interview on CNN's Larry King Live",0,michele bachmann,health care,an interview on CNN's Larry King Live,"[CONDITION] Label: FAKE | Speaker: michele bachmann | Subject: health care | Context: an interview on CNN's Larry King Live
[CLAIM]",0.08064515888690948,0.06451612710952759,0.09677419066429138,0.12903225421905518,0.3709677457809448,0.25806450843811035
"The Department of Homeland Security ""has already taken over 100,000 people from illegal immigrants. ... They are not going to be sent back into the country because they don't want them in their community"" and have been taking care for more than a million families since then with food assistance programs that were started by President Barack Obama's administration."" He also said he would never give up on his goal as president if it meant","The Department of Homeland Security ""has already taken over 100,000 people from illegal immigrants. ... They are not going to be sent back into the country because they don't want them in their community"" and have been taking care for more than a million families since then with food assistance programs that were started by President Barack Obama's administration."" He also said he would never give up on his goal as president if it meant

[METADATA] speaker: marco rubio | subject: immigration | context: New Hampshire",0,marco rubio,immigration,New Hampshire,"[CONDITION] Label: FAKE | Speaker: marco rubio | Subject: immigration | Context: New Hampshire
[CLAIM]",0.12352941185235977,0.2235294133424759,0.20588235557079315,0.24117647111415863,0.1764705926179886,0.029411764815449715
"Says she ""wanted to make it clear that women have equal pay. She was against the idea of having an 'equal' law, and when I asked her about this question we didn't know what answer."" But now in 2015...she is asking for another year's notice before they can start making laws requiring all employees be paid equally based on their qualifications or experience"" instead than just by how much you","Says she ""wanted to make it clear that women have equal pay. She was against the idea of having an 'equal' law, and when I asked her about this question we didn't know what answer."" But now in 2015...she is asking for another year's notice before they can start making laws requiring all employees be paid equally based on their qualifications or experience"" instead than just by how much you

[METADATA] speaker: mary burke | subject: legal issues;women;workers | context: a campaign email",0,mary burke,legal issues;women;workers,a campaign email,"[CONDITION] Label: FAKE | Speaker: mary burke | Subject: legal issues;women;workers | Context: a campaign email
[CLAIM]",0.05882352963089943,0.23529411852359772,0.3235294222831726,0.14705882966518402,0.14705882966518402,0.0882352963089943
"The state of Florida has ""never seen"" the same level or more tourism as any other U.S. county in 2010, according to data from NOAA's National Oceanic and Atmospheric Administration (NOAA). ... It is now on record that there was no increase over all counties except for Tampa Bay area where it went up by about $1 million per year since last fiscal-year ended."" Tampa County lost its","The state of Florida has ""never seen"" the same level or more tourism as any other U.S. county in 2010, according to data from NOAA's National Oceanic and Atmospheric Administration (NOAA). ... It is now on record that there was no increase over all counties except for Tampa Bay area where it went up by about $1 million per year since last fiscal-year ended."" Tampa County lost its

[METADATA] speaker: john depetro | subject: environment;economy;history;pundits;recreation;state budget;tourism | context: a talk radio comment",0,john depetro,environment;economy;history;pundits;recreation;state budget;tourism,a talk radio comment,"[CONDITION] Label: FAKE | Speaker: john depetro | Subject: environment;economy;history;pundits;recreation;state budget;tourism | Context: a talk radio comment
[CLAIM]",0.0,0.0,0.0,0.0,0.5,0.5
"Says ""the average student in the state of California is graduating with 12 years to graduate from high school. The number for graduation at Stanford University, which has no tuition fees and completely free college classes,"" will be about as close (to) an actual year.""","Says ""the average student in the state of California is graduating with 12 years to graduate from high school. The number for graduation at Stanford University, which has no tuition fees and completely free college classes,"" will be about as close (to) an actual year.""

[METADATA] speaker: mike romano | subject: education | context: a tweet",0,mike romano,education,a tweet,"[CONDITION] Label: FAKE | Speaker: mike romano | Subject: education | Context: a tweet
[CLAIM]",0.75,0.0,0.0,0.25,0.0,0.0
"Says President Barack Obama ""has never raised the unemployment rate. He has not increased job creation in any country since Ronald Reagan took office, and he is one of only two presidents who have done so at all times during his entire career (in which 12 million Americans were employed)."" In fact,"" says former U.S.-Cold War Secretary Henry Kissinger said on Tuesday that when Obamacare was implemented it","Says President Barack Obama ""has never raised the unemployment rate. He has not increased job creation in any country since Ronald Reagan took office, and he is one of only two presidents who have done so at all times during his entire career (in which 12 million Americans were employed)."" In fact,"" says former U.S.-Cold War Secretary Henry Kissinger said on Tuesday that when Obamacare was implemented it

[METADATA] speaker: barack obama | subject: economy;jobs | context: a weekly address",0,barack obama,economy;jobs,a weekly address,"[CONDITION] Label: FAKE | Speaker: barack obama | Subject: economy;jobs | Context: a weekly address
[CLAIM]",0.20563846826553345,0.27363184094429016,0.2703150808811188,0.11774460971355438,0.11774460971355438,0.014925372786819935
"The Fed has ""taken out the bank from people's pockets. They have no money left to spend on things like cars and houses! It just doesn't make sense anymore!"" President Donald Trump said in his 2020 campaign speech, but he never spoke of it again after that election night victory win... So here is another thing about this 'vote.' If you're not an investor or someone who owns stocks (","The Fed has ""taken out the bank from people's pockets. They have no money left to spend on things like cars and houses! It just doesn't make sense anymore!"" President Donald Trump said in his 2020 campaign speech, but he never spoke of it again after that election night victory win... So here is another thing about this 'vote.' If you're not an investor or someone who owns stocks (

[METADATA] speaker: facebook posts | subject: economy;facebook fact-checks | context: a Facebook post",0,facebook posts,economy;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: economy;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says ""the government is now offering free childcare to anyone who wants it. But you have no idea how much that will cost the state and your tax dollars, let alone any of our own citizens' wages if they want such services for their families,"" said former Govitor Jill Larson in 2012). Under her administration he was also able to reduce taxes by $5 billion while cutting unemployment from one percent","Says ""the government is now offering free childcare to anyone who wants it. But you have no idea how much that will cost the state and your tax dollars, let alone any of our own citizens' wages if they want such services for their families,"" said former Govitor Jill Larson in 2012). Under her administration he was also able to reduce taxes by $5 billion while cutting unemployment from one percent

[METADATA] speaker: mike huckabee | subject: children;economy;education;families;health care;income;jobs;labor;marriage;poverty;women;workers | context: a post on his PAC's website",0,mike huckabee,children;economy;education;families;health care;income;jobs;labor;marriage;poverty;women;workers,a post on his PAC's website,"[CONDITION] Label: FAKE | Speaker: mike huckabee | Subject: children;economy;education;families;health care;income;jobs;labor;marriage;poverty;women;workers | Context: a post on his PAC's website
[CLAIM]",0.190476194024086,0.0714285746216774,0.2142857164144516,0.2857142984867096,0.1428571492433548,0.095238097012043
"A video shows a gay couple being chased by pedophiles. It's not true that the videos are fake, but it does show how ""unrealistic"" and dangerous they were to be filmed for pornography purposes in 2010 when there was no law on child exploitation prevention then (the laws) existed! #PornHollywoodFail🔥❤️","A video shows a gay couple being chased by pedophiles. It's not true that the videos are fake, but it does show how ""unrealistic"" and dangerous they were to be filmed for pornography purposes in 2010 when there was no law on child exploitation prevention then (the laws) existed! #PornHollywoodFail🔥❤️

[METADATA] speaker: gays against groomers | subject: children;lgbtq;facebook fact-checks | context: an Instagram Post",0,gays against groomers,children;lgbtq;facebook fact-checks,an Instagram Post,"[CONDITION] Label: FAKE | Speaker: gays against groomers | Subject: children;lgbtq;facebook fact-checks | Context: an Instagram Post
[CLAIM]",0.0,0.0,0.0,0.0,0.0,1.0
"Says the United Nations said ""the only way to stop global warming is by reducing carbon emissions. We are going into war on climate change today! #ClimateStrike🌍"" and that it's called for everyone, not just young people or activists but all of us in this country.""","Says the United Nations said ""the only way to stop global warming is by reducing carbon emissions. We are going into war on climate change today! #ClimateStrike🌍"" and that it's called for everyone, not just young people or activists but all of us in this country.""

[METADATA] speaker: viral image | subject: environment;facebook fact-checks | context: a Facebook post",0,viral image,environment;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: viral image | Subject: environment;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"Says he is ""the only person"" in the Senate to have been elected by his own constituents. He's also one of three people who were chosen from within their district, and was selected as an assistant Democratic Senator for 14 consecutive years (2011-2023). In that time alone — including two terms at this position -- Hillary Clinton has never had her handshake with anyone before him! … She","Says he is ""the only person"" in the Senate to have been elected by his own constituents. He's also one of three people who were chosen from within their district, and was selected as an assistant Democratic Senator for 14 consecutive years (2011-2023). In that time alone — including two terms at this position -- Hillary Clinton has never had her handshake with anyone before him! … She

[METADATA] speaker: josh hawley | subject: candidate biography | context: a tweet",0,josh hawley,candidate biography,a tweet,"[CONDITION] Label: FAKE | Speaker: josh hawley | Subject: candidate biography | Context: a tweet
[CLAIM]",0.06666667014360428,0.2666666805744171,0.06666667014360428,0.5333333611488342,0.06666667014360428,0.0
"Says Donald Trump said, ""We need to be more like the Yankees. They're great."" He also has an account that says he is supporting gun rights activists and will donate $1 million if they win election in 2020!","Says Donald Trump said, ""We need to be more like the Yankees. They're great."" He also has an account that says he is supporting gun rights activists and will donate $1 million if they win election in 2020!

[METADATA] speaker: facebook posts | subject: facebook fact-checks;guns;texas | context: a Facebook post",0,facebook posts,facebook fact-checks;guns;texas,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: facebook fact-checks;guns;texas | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says Donald Trump ""will raise taxes on the middle class. He will make it even harder for people to work and earn money from their own businesses, which means fewer jobs in America's factories that pay workers $50 or more an hour than they do when taxed at lower rates by Mitt Romney"" during his speech before Congress about raising income-tax brackets... (On) President Obama is going after corporations like","Says Donald Trump ""will raise taxes on the middle class. He will make it even harder for people to work and earn money from their own businesses, which means fewer jobs in America's factories that pay workers $50 or more an hour than they do when taxed at lower rates by Mitt Romney"" during his speech before Congress about raising income-tax brackets... (On) President Obama is going after corporations like

[METADATA] speaker: barack obama | subject: message machine 2012;taxes | context: a campaign ad",0,barack obama,message machine 2012;taxes,a campaign ad,"[CONDITION] Label: FAKE | Speaker: barack obama | Subject: message machine 2012;taxes | Context: a campaign ad
[CLAIM]",0.20563846826553345,0.27363184094429016,0.2703150808811188,0.11774460971355438,0.11774460971355438,0.014925372786819935
"Says he's not a Democrat. He is Republican, but his political views are Democratic on most issues"" and has been an advocate for tax cuts since 1992 when California was still under Gov't control with President George W."" The governor of Arizona also supports them in this way over time as well (since they were both GOP governors). ... But it seems that some people have taken away from us money by saying","Says he's not a Democrat. He is Republican, but his political views are Democratic on most issues"" and has been an advocate for tax cuts since 1992 when California was still under Gov't control with President George W."" The governor of Arizona also supports them in this way over time as well (since they were both GOP governors). ... But it seems that some people have taken away from us money by saying

[METADATA] speaker: kevin mccarthy | subject: federal budget;history | context: the ""Bakersfield Californian""",0,kevin mccarthy,federal budget;history,"the ""Bakersfield Californian""","[CONDITION] Label: FAKE | Speaker: kevin mccarthy | Subject: federal budget;history | Context: the ""Bakersfield Californian""
[CLAIM]",0.0,0.03703703731298447,0.18518517911434174,0.1111111119389534,0.5185185074806213,0.14814814925193787
"A video shows Russian tanks exploding in Ukraine. It's not the first time this has happened, but it was shocking to see and highlighted Russia at its worst since 2014 when they bombed Kyiv again during their invasion of Syria... This is just another example that Putin doesn't want his troops destroyed by NATO forces! He wants them intact so he can continue on with war against us (Russia) ... We","A video shows Russian tanks exploding in Ukraine. It's not the first time this has happened, but it was shocking to see and highlighted Russia at its worst since 2014 when they bombed Kyiv again during their invasion of Syria... This is just another example that Putin doesn't want his troops destroyed by NATO forces! He wants them intact so he can continue on with war against us (Russia) ... We

[METADATA] speaker: bloggers | subject: facebook fact-checks;ukraine;russia | context: a blog post",0,bloggers,facebook fact-checks;ukraine;russia,a blog post,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: facebook fact-checks;ukraine;russia | Context: a blog post
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says the Democratic National Committee ""declined to support"" an anti-lobster bill, while Republican nominee Mitt Romney supported it. The poll shows 68 percent of Democrats want that law passed — compared with only about half as many Republicans wanted.""","Says the Democratic National Committee ""declined to support"" an anti-lobster bill, while Republican nominee Mitt Romney supported it. The poll shows 68 percent of Democrats want that law passed — compared with only about half as many Republicans wanted.""

[METADATA] speaker: bear education and resource group | subject: animals;polls and public opinion | context: a website",0,bear education and resource group,animals;polls and public opinion,a website,"[CONDITION] Label: FAKE | Speaker: bear education and resource group | Subject: animals;polls and public opinion | Context: a website
[CLAIM]",0.0,0.0,0.0,0.0,0.0,1.0
